model,agent,verdict,confidence,reasoning,latency_s,tokens,parse_error,idx,claim,chart_img,ground_truth
google/gemini-3-flash-preview,agent2,supported,1.0,The pie chart shows 'Non-Headwords redlinks' (represented by the dark red color) as the smallest slice in the chart compared to the other three categories.,2.57,1419,False,168,Non-Headwords redlinks has the smallest contribution to BNC2LIST status.,https://chartfc.s3.amazonaws.com/BNC2LIST.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The chart shows a downward sloping line where y decreases as x increases, which is the visual definition of an inverse relationship.",1.86,1383,False,169,X and Y are inversely related to each other.,https://chartfc.s3.amazonaws.com/Simple_inverse_relationship_chart.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The x-axis labels on the chart clearly go from 1 to 54, and counting the red bars shows there are 54 distinct entries/bars represented.",1.84,1385,False,170,"The following data of Per-level world-record improvements, in second units, from mid-2007 to late 2012 is represented by 52 bars.",https://chartfc.s3.amazonaws.com/Improvements.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The chart explicitly lists 'Russia and CIS' at 5.7%, which is the lowest percentage among all market categories shown in the legend and data labels.",2.15,1404,False,171,Russia and CIS has the smalles markets in sales profit of Atlantic Grupa.,https://chartfc.s3.amazonaws.com/Atlantic_Grupa_sales_profit_by_markets.jpg,True
google/gemini-3-flash-preview,agent2,supported,0.95,The chart shows that companies with fewer steps from the end market (1-step and 2-step) experienced a much smaller percentage drop in turnover during the 'Dip' and 'Now' periods compared to those further away (3-step and 4-step).,2.28,1443,False,172,"The closer a company is to the end market, the less it is affected by a crisis.",https://chartfc.s3.amazonaws.com/Turnover_dip_depends_of_steps_from_end_market.jpg,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The pie chart shows that the red slice, which represents females, covers more than 50% of the circle, making it larger than the blue slice representing males.",2.26,1410,False,173,There are more females than males in this study.,https://chartfc.s3.amazonaws.com/Reducing_Uncertainty.jpg,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart explicitly shows that Hydro is the largest source at 44%, while Solar is only 6%.",1.88,1375,False,174,Solar power is the biggest source of US renewable electric energy.,https://chartfc.s3.amazonaws.com/2016_Source_of_US_Renewable_Electric_Energy_609.44.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The histogram shows that between the abundance values of 1 and 100 on the x-axis, the frequency (number of proteins) is consistently decreasing, not rising.",2.25,1426,False,175,The abundances of other human proteins between 1 to 100 is rising up gradually.,https://chartfc.s3.amazonaws.com/C19orf67_Protein_Abdunance.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The red bin representing C19orf67 is located on the x-axis (protein abundance) at a value between 0.01 and 1, well below the claimed value of 1500.",2.65,1439,False,176,The value of C19orf67 protein abundance is above 1500 in this chart.,https://chartfc.s3.amazonaws.com/C19orf67_Protein_Abdunance.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The bar chart clearly shows the highest bar at the far right corresponding to the year 2012, and the title refers to scientific papers related to 'RNA editing' in the PubMed database.",2.13,1413,False,177,2012 has the maximum number of key words RNA in scientific papers.,https://chartfc.s3.amazonaws.com/RNAe_in_PubMed.gif,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The bar chart clearly shows that for age 15, the number of suspicion arrests (per 100,000) is just over 5.5, which is the highest value among all age groups presented.",2.54,1397,False,178,"In 2014, the male suspicion arrests at age of 15 was maximum in United States",https://chartfc.s3.amazonaws.com/US_male_arrests_for_suspicion_by_age.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The bar chart clearly shows significant variation in the number of arrests across different age groups, with a visible peak at age 15 and much lower rates for older ages.",1.37,1388,False,179,The number of arrests for suspicion is the same for all age groups of males in the United States in 2014.,https://chartfc.s3.amazonaws.com/US_male_arrests_for_suspicion_by_age.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"While the chart shows Independents have 42 million, they are in the third (last) position in terms of value compared to the Democratic Party (72 million) and Republican Party (55 million).",1.96,1409,False,180,Independents having 42 million with first position in this chart.,https://chartfc.s3.amazonaws.com/U.S._party_affiliation.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The pink slice representing the Lamb Family is visually the largest segment of the pie chart, confirming they held the largest portion of ownership.",1.91,1392,False,181,"In the NBN ownership in the 1980s, Lamb Family took the most part.",https://chartfc.s3.amazonaws.com/NBN_Ownership_80s.png,True
google/gemini-3-flash-preview,agent2,contradicted,0.95,"On the 56Fe curve, the data point corresponding to approximately 140 keV/µm LET has a threshold dose of 250 cGy, whereas the data point at 180 keV/µm LET has a much lower threshold dose of 50 cGy.",2.31,1453,False,182,The threshold dose for 56Fe 140 (keV/m) LET is less than than threshold dose of 56Fe at 180 (keV/m) LET.,https://chartfc.s3.amazonaws.com/CNS_Figure_5.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart explicitly states in the top-left corner that the total number of titles published in 2001 (100%) was 119,001, which is greater than 100,000.",2.12,1422,False,183,"The total number of titles published in the UK in 2001 was less than 100,000.",https://chartfc.s3.amazonaws.com/2001_Numbers_of_Titles_published_in_the_UK.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The pie chart shows 'Acad./prof.' has the highest percentage (36%) and the largest count (43,481) of titles published in the UK in 2001.",1.37,1406,False,184,Acad/prof is the highest in the titles published in 2001 in the UK.,https://chartfc.s3.amazonaws.com/2001_Numbers_of_Titles_published_in_the_UK.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart shows the 'Percent of Tax Units with a Tax Increase' by income quintile, not the Chained Consumer Price Index. Even if the data were related, the chart does not measure inflation indices.",1.99,1404,False,185,The Chained Consumer Price Index in the US was the highest in the Fourth Quintile.,https://chartfc.s3.amazonaws.com/Percent_of_Tax_Units_with_a_Tax_Increase_(Current_Policy).png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The line on the chart trends upward from left to right, indicating that as the x-axis values (-log10(p)) increase, the y-axis values (z) also increase, which defines a positive correlation.",1.94,1399,False,186,The curve shows positive correlation between math values.,https://chartfc.s3.amazonaws.com/Zlogp.png,True
google/gemini-3-flash-preview,agent2,supported,0.9,"The x-axis represents the negative log of p; as p decreases, -log(p) increases. Since the graph shows z increasing as -log(p) increases, z must increase as p decreases (or equivalently, decrease as p increases).",1.7,1410,False,187,According to the graph the Z value decreases as the p-value increases.,https://chartfc.s3.amazonaws.com/Zlogp.png,False
google/gemini-3-flash-preview,agent2,supported,0.8,"While the total number of discoveries fluctuates, the dark blue segment representing direct imaging shows a visible presence starting around 2004 and generally maintains or increases its small volume in the later years of the chart.",2.41,1428,False,188,The discovery of exoplanets the direct imaging method has expanding over time.,https://chartfc.s3.amazonaws.com/Confirmed_exoplanets_by_methods_EPE.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The bar representing the year 2016 is explicitly labeled with the number 1535 at the top, indicating the total number of exoplanets discovered that year.",1.58,1426,False,189,"In 2016, 1535 exoplanets were discovered.",https://chartfc.s3.amazonaws.com/Confirmed_exoplanets_by_methods_EPE.png,True
google/gemini-3-flash-preview,agent2,supported,0.9,"The green bars, which correspond to the Transit method in standard exoplanet discovery charts (though not explicitly labeled here, the context matches the data), represent the vast majority of volume in the stacked bar chart, especially in peak years like 2014 and 2016.",1.6,1443,False,190,The Transit method has been the successful in detecting exoplanets.,https://chartfc.s3.amazonaws.com/Confirmed_exoplanets_by_methods_EPE.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart clearly displays more than ten distinct source domains (e.g., vocab.getty.edu, britishmuseum.org, en.wikisource.org, etc.), contradicting the claim that there are only three.",2.19,1392,False,191,The StrepHit IEG Web Sources Corpus biographies come from three different source domain.,https://chartfc.s3.amazonaws.com/StrepHit_IEG_Web_Sources_Corpus_Biographies_Pie_Chart.png,False
google/gemini-3-flash-preview,agent2,contradicted,0.2,"The chart data ends exactly at 1945, so it contains no visual information of the trend 'after' 1945 to support or refute the claim.",1.59,1403,False,192,The number of railways in operation decreased after 1945.,https://chartfc.s3.amazonaws.com/PA5232Figure6.png,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"While the 'Persons, 25+' category does have a value of $32,000, it is the lowest value on the chart, not the highest; the 'Household' category is the highest at $46,000.",2.68,1418,False,193,"The chart shows that persons,25+ has the highest value for gross income in the year with $32,000.",https://chartfc.s3.amazonaws.com/Median_Incomes_US.png,False
google/gemini-3-flash-preview,agent2,contradicted,0.95,"The chart shows a massive partisan divide, with the 'political right' in countries like the U.S. and Israel seeing climate change as a major threat at very low rates (approx. 22% and 37% respectively), contradicting the claim that it's a top threat across all viewpoints.",2.05,1446,False,194,Climate change is a top global threat across political viewpoints.,https://chartfc.s3.amazonaws.com/20220831_Climate_change_is_a_%2522major_threat%2522_to_my_country_-_Pew_survey.png,True
google/gemini-3-flash-preview,agent2,supported,1.0,"The Democratic Party section is labeled with 72 million, which is higher than the Republican Party (55 million) and Independents (42 million).",1.3,1397,False,195,Democratic Party is the highest million of people in the pie chart.,https://chartfc.s3.amazonaws.com/U.S._party_affiliation.png,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie charts show that the largest carbon reservoirs on Earth are the inner core and outer core, which dominate the proportions compared to the much smaller slices for the crust and mantle.",2.35,1414,False,196,The largest carbon reservoir on Earth is the lithosphere.,https://chartfc.s3.amazonaws.com/Two_models.jpg,True
google/gemini-3-flash-preview,agent2,supported,1.0,The text 'Enriched mantle' is written directly inside and identifies the blue slice of the pie chart on the right.,1.39,1395,False,197,The Blue color denotes enriched mantle in the pie chart.,https://chartfc.s3.amazonaws.com/Two_models.jpg,True
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The chart shows that while the population initially increased, it peaked at N=2200 and then entered a sharp, steady decline towards zero after Day 600.",1.33,1390,False,198,THE OPULATION OF MICE IN THE CLOSED UTOPIAN UNIVERSE HAS STEADILY INCREASED OVER TIME,https://chartfc.s3.amazonaws.com/Mice_population_Universe_25.jpg,False
google/gemini-3-flash-preview,agent2,contradicted,1.0,"The pie chart shows that nuclear represents the largest slice at 38.6%, making it the most significant source, not the least (wind is the smallest at 1.6%).",2.27,1404,False,199,Nuclear power is the least important source of electricity generation in Pennsylvania.,https://chartfc.s3.amazonaws.com/PennsylvaniaPie.png,False
google/gemini-3-flash-preview,agent2,supported,1.0,"The pie chart explicitly labels 'nuclear' as the largest slice with a value of 38.6%, which is higher than all other categories shown (natural gas at 31.6%, coal at 25.3%, etc.).",1.54,1412,False,200,Nuclear is the largest one on the chart.,https://chartfc.s3.amazonaws.com/PennsylvaniaPie.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Approximate Percentage of Circle |\n| :--- | :--- |\n| Adenocar",3.05,1582,True,1,The value of Adenocarcinoma is greater than small cell carcinoma.,https://chartfc.s3.amazonaws.com/Pie_chart_of_cancer_incidences.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart explicitly labels Acad./prof. books as the largest segment at 36%, which is greater than the Non-fiction segment at 26%.",3.35,1616,False,2,Acad./prof. books make up the largest segment of 36% overtaking Non-fiction at 26%.,https://chartfc.s3.amazonaws.com/2001_Numbers_of_Titles_published_in_the_UK.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The average of the Republican (55) and Independents (42) is 48.5 million, which is significantly less than the Democratic Party value of 72 million.",2.56,1539,False,3,The average of Republican party and Independents together is more than the chart of Democratic party which shows by blue color.,https://chartfc.s3.amazonaws.com/U.S._party_affiliation.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,The pie chart and its corresponding legend clearly show five distinct categories/slices representing the budget allocation.,2.08,1541,False,4,The chart of Autism Speaks in 2017 consists  of 5 parts.,https://chartfc.s3.amazonaws.com/Autism_Speaks_Budget_2017.png,True
google/gemini-3-flash-preview,agent3,supported,0.9,"In all three sections (1X, 1A, and 1E), the bar representing 'abuse' has the lowest total height compared to all other feedback categories.",4.35,1755,False,5,"Abuse has the smallest proportion of feedback items in all three (1X, 1A, 1E) sections.",https://chartfc.s3.amazonaws.com/AFTv5.phase_2.utility.by_intention.by_experiment.png,True
google/gemini-3-flash-preview,agent3,supported,0.95,"In all three groups (1X, 1A, and 1E), the 'abuse' category consists entirely of the red 'useless' color with no green 'useful' segment visible, confirming it is 100% useless.",3.53,1938,False,6,Abuse feedback is 100% useless across all groups.,https://chartfc.s3.amazonaws.com/AFTv5.phase_2.utility.by_intention.by_experiment.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,The data point corresponding to the year 1950 is clearly labeled with the exact value 34350 on the chart.,3.49,1759,False,7,"According to the chart, in the year 1950 there is a total population value of 34350","https://chartfc.s3.amazonaws.com/Watertown,_NY_Population_Line_chart_1870-2020.png",True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart shows a peak in population in 1950 followed by multiple periods of decline, such as between 1950-1980 and 2010-2020, contradicting the claim of a constant increase.",2.77,1768,False,8,The population is constantly increasing with the passage of time.,"https://chartfc.s3.amazonaws.com/Watertown,_NY_Population_Line_chart_1870-2020.png",False
google/gemini-3-flash-preview,agent3,supported,1.0,"The values are explicitly labeled on the chart: Fair Rent @ 9% is 359 CU, which is significantly lower than the Gross Land + Building value of 3987 CU.",2.79,1635,False,9,The Fair Rent @ 9% is lower than the Gross Land + Building value according to the chart.,https://chartfc.s3.amazonaws.com/FR_Res.JPG,True
google/gemini-3-flash-preview,agent3,supported,0.9,"The chart shows two distinct periods of decrease: first from age 15 to 20, and second from age 21 through to 65 (following a brief spike at 21).",3.18,1725,False,10,"According to the graph, we can see decreasing line in the number of women arrested at different ages in twice.",https://chartfc.s3.amazonaws.com/US_female_arrests_for_disorderly_conduct_by_age.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Age | Number arrested (per 100,000) |\n|---|---|\n| 9 | 2 |\n| 10 | 30 |\n",3.83,1744,True,11,Majority of females arrested in US in 2014 for disorderly conduct were of the age 15 and 16.,https://chartfc.s3.amazonaws.com/US_female_arrests_for_disorderly_conduct_by_age.png,True
google/gemini-3-flash-preview,agent3,supported,0.9,"The Administrative & Secretarial category shows a gap of 13 units (16 for females vs 3 for males), which is the largest numerical difference between genders across all occupations shown.",3.52,1649,False,12,The most difference between females and males workers is related to Administrative and secretarial.,https://chartfc.s3.amazonaws.com/Glatton_occupational_structure_2011.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,0.9,"In the categories 'Elementary' and 'Sales & Customer Service', the length of the orange (female) and blue (male) bars are visual identical, representing equal values (approximately 5% and 2% respectively).",2.08,1624,False,13,In none of the bars the number of female and male workers are equal.,https://chartfc.s3.amazonaws.com/Glatton_occupational_structure_2011.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Party | Percentage |\n|-------|------------|\n| others| 27%        |\n| PD",3.1,1546,True,14,Votes for others were higher than PNL and PSD combined.,https://chartfc.s3.amazonaws.com/01062008-Romanian-County-Councils.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Position | Energy Source | % Support |\n| :--- | :--- | :--- |\n| 1st | So",2.93,1606,True,15,The difference between the third and fifth bars is less than the difference between the first and fourth bars.,https://chartfc.s3.amazonaws.com/Global_public_support_for_energy_sources_(Ipsos_2011).png,False
google/gemini-3-flash-preview,agent3,supported,1.0,The sum of the values is 447; dividing 447 by the 6 energy sources results in exactly 74.5.,1.78,1550,False,16,The average bars that given for energy sources is about 74.5.,https://chartfc.s3.amazonaws.com/Global_public_support_for_energy_sources_(Ipsos_2011).png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Scenario | Dose Equivalent (millisieverts) |\n| :--- | :--- |\n| Annual Co",3.07,1635,True,17,Both 180 day Transit to mars and 500 Days on Mars have equal dose of radiation exposure,https://chartfc.s3.amazonaws.com/PIA17601-Comparisons-RadiationExposure-MarsTrip-20131209.png,True
google/gemini-3-flash-preview,agent3,supported,0.95,"The chart shows that an Abdominal CT scan results in ~8 mSv, while both transit to Mars (~330 mSv) and staying on Mars (~330 mSv) result in significantly higher radiation doses.",2.6,1628,False,18,A person would receive a greater radiation exposure traveling to and staying on Mars than getting a Abdominal CT scan,https://chartfc.s3.amazonaws.com/PIA17601-Comparisons-RadiationExposure-MarsTrip-20131209.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The chart shows an Abdominal CT Scan results in approximately 8 mSv, whereas a 500-day stay on Mars results in approximately 330 mSv, which is significantly higher.",2.37,1623,False,19,Abdominal CT scans expose patients to more radiation than a 500-day stay on Mars.,https://chartfc.s3.amazonaws.com/PIA17601-Comparisons-RadiationExposure-MarsTrip-20131209.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Renewable Source | Percentage |\n| :--- | :--- |\n| Biomass heat | 11.44% ",3.06,1707,True,20,"Among the Renewables sources, the average of Ethanol, windpower and solar hotwater bars is 1.3",https://chartfc.s3.amazonaws.com/WORLD_RENEWABLE_ENERGY_DISTRIBUTION.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Vegetation Type | Estimated Percentage |\n| :--- | :--- |\n| Prairie | 60%",2.47,1602,True,21,"Less than a quarter of the native vegetation in Audubon County, Iowa is Prairie.",https://chartfc.s3.amazonaws.com/Audubon_County_IA_Pie_Chart_New_Wiki_Version.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Category Color | Estimated Percentage |\n| :--- | :--- | :--- |",2.19,1639,True,22,The value of the dark and light yellow is equal to the value of the dark and light pink.,https://chartfc.s3.amazonaws.com/Audubon_County_IA_Pie_Chart_New_Wiki_Version.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Wealth Group | Value (Trillions) |\n|---|---|\n| Bottom 90% | $7.3T |\n| T",2.57,1593,True,23,The bottom 99.9% own 5 trillion of the global distribution of wealth.,https://chartfc.s3.amazonaws.com/Global_Distribution_of_Wealth_v3.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The red curve is explicitly labeled with the mathematical function 'b^x', which represents exponential growth, and its visual shape confirms an increasing exponential trend.",2.41,1519,False,24,The red curve increases exponentially,https://chartfc.s3.amazonaws.com/Logarithm_inversefunctiontoexp.png,True
google/gemini-3-flash-preview,agent3,supported,0.95,"The green curve representing log_b(x) clearly shows a vertical asymptote at the y-axis (x=0), with the function values plunging downward toward negative infinity as x gets closer to zero.",1.7,1551,False,25,The logarithm function approaches negative infinity as x approaches zero.,https://chartfc.s3.amazonaws.com/Logarithm_inversefunctiontoexp.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"In the legend, the red bar corresponds to the 'non compared' category. Visually, the red bar for number 6 is the tallest bar among all red bars (numbers 4, 5, 6, 7, and 8).",2.95,1656,False,26,"Number six has the highest bar for the category ""non compared"" compared to other non compared numbers.",https://chartfc.s3.amazonaws.com/Lomuto_044.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"At 32%, the 'No religious affiliation' category is the largest single slice in the pie chart, exceeding the next highest category (Catholic) by 8 percentage points.",3.06,1583,False,27,The biggest share of people state that they have no religious affiliation based on the chart that shows the Alberta population by religion.,https://chartfc.s3.amazonaws.com/AB_Pop._by_Religion.jpg,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The values for the five blue-shaded segments are 24, 8, 4, 3, and 21. Their sum is 60, and the average (60 divided by 5) equals exactly 12.",2.01,1645,False,28,The average of all blue charts is 12 in 2011.,https://chartfc.s3.amazonaws.com/AB_Pop._by_Religion.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Individual Editors | Edits |\n|---|---|\n| 1 | ~305 |\n| 2 | ~90 |\n| 3 | ",2.68,1670,True,29,"As the number of individual editors increases, so do the number of edits.",https://chartfc.s3.amazonaws.com/Edits_to_WPNOR.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Individual Editor | Edits (Approx.) |\n|---|---|\n| 1 | 305 |\n| 2 | 90 |\",3.21,1669,True,30,The fewest amount of edits was done by Individual Editor 8.,https://chartfc.s3.amazonaws.com/Edits_to_WPNOR.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The highest value is 10 and the lowest value is 1; the difference is 9 (10 - 1 = 9), not 5.",2.32,1550,False,31,The difference between the highest value of number of moths obsverd  and the lowest is 5.,https://chartfc.s3.amazonaws.com/Peppered_moth_resting_positions_2001-2003.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The legend explicitly maps '2015 Wimbledon Championships' to a teal/green line, not a black line; in fact, there is no black line present in the chart or legend.",2.52,1553,False,32,Black line is used to show 2015 Wimbledon Championships.,"https://chartfc.s3.amazonaws.com/Page_view_data_for_ITN,_14_July_2015.png",False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Date | 2015 Wimbledon Championships (approx) | Greek government-debt crisi",3.46,1822,True,33,The 2015 Wimbledon champions usually has less page views than Greek government.,"https://chartfc.s3.amazonaws.com/Page_view_data_for_ITN,_14_July_2015.png",False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Region | Year | Energy Demand per Capita (Estimated) |\n|---|---|---|\n| W",3.02,1703,True,34,"From 1992 through 2010, energy demand per capita for the world remained above 2000.",https://chartfc.s3.amazonaws.com/Germany.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly labels Culture at 10% and Police at 18%, meaning Police accounts for a larger percentage than Culture.",3.29,1536,False,35,Culture makes up a larger percentage of government than Police.,https://chartfc.s3.amazonaws.com/Societism_basics.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Defense | 20% |\n| Infrastruct",1.78,1547,True,36,Energy and Culture are the most important government priorities in the Societism ideology.,https://chartfc.s3.amazonaws.com/Societism_basics.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly shows that Authorized military (9%) and Authorized civilians (35%) have different values and proportions, contradicting the claim of equality.",2.3,1512,False,37,The chart shows equality in authorized military and authorized civilians portions.,https://chartfc.s3.amazonaws.com/Figure_2-_Percentage_of_Authorized_Military_and_Civilian_Positions_and_Estimated_Contractor_Full-Tim.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Region | Metric | Value | Time Period |\n| :--- | :--- | :--- | :--- |\n| ",2.84,1575,True,38,Unemployment rate is lower in north east region compared to south east and south west.,https://chartfc.s3.amazonaws.com/Regional_profile_of_the_South_East.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The chart shows the South East unemployment rate in Q2 2013 was 6.0%, which is significantly lower than the North East (10.3%) and represents a relatively low figure in the context of the comparison provided.",2.32,1576,False,39,The South East region of the UK had a high unemployment rate in mid-2013.,https://chartfc.s3.amazonaws.com/Regional_profile_of_the_South_East.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Sector | Percentage (Estimated) |\n| :--- | :--- |\n| Truck transportation",3.27,1593,True,40,The total of Iron and steel mills with Wholesale trade is bigger than Trunck transportation.,https://chartfc.s3.amazonaws.com/CO_clay.gif,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage (Estimated) |\n| :--- | :--- |\n| Truck transportati",1.7,1587,True,41,The difference between the two biggest bars of the chart shows with green color.,https://chartfc.s3.amazonaws.com/CO_clay.gif,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Diet Type | Carbohydrate (Light Blue) | Fat (Yellow) | Protein (Red) | Alc",3.2,1601,True,42,The typical American diet is higher in carbohydrates compared to the other three diets shown in the pie chart.,https://chartfc.s3.amazonaws.com/Ketogenic_diets_pie.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The Classic Ketogenic Diet has the highest fat content at approximately 90% of calories, whereas the MCT Oil Ketogenic Diet totals approximately 71% fat (11% traditional fat + 60% MCT oil).",2.76,1635,False,43,The MCT oil ketogenic diet has the highest percentage of calories from fat.,https://chartfc.s3.amazonaws.com/Ketogenic_diets_pie.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart explicitly states that South America accounts for 12% of global soybean meal consumption, while Southeast Asia accounts for 8%.",2.53,1597,False,44,Soybean meals are consumed more in South America than in Southeast Asia,https://chartfc.s3.amazonaws.com/Global_Soybean_Meal_Consumption_(11717587375).jpg,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The pie chart explicitly labels East Asia with the highest consumption share at 32%, surpassing all other listed regions for the 2012/13 period.",2.1,1623,False,45,East Asia stands at top in terms of global soyabean meal consumtion in 2012-13.,https://chartfc.s3.amazonaws.com/Global_Soybean_Meal_Consumption_(11717587375).jpg,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart title explicitly states it represents 'Media Items Uploaded by Percentage', and the Y-axis is labeled 'Percentage', matching the claim's premise.",2.63,1547,False,46,The chart shows that the Media Items Uploaded By percentage.,https://chartfc.s3.amazonaws.com/Structured_Media_Commons_Survey_2017_Findings_-_Media_Items_Uploaded.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Percentage |\n| :--- | :--- |\n| Assorted Media | 11 |\n| Event",2.57,1549,True,47,The difference between Historical articats and famous photos is less than 20.,https://chartfc.s3.amazonaws.com/Structured_Media_Commons_Survey_2017_Findings_-_Media_Items_Uploaded.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The legend in the bottom-left corner explicitly associates Bernie Sanders with a green square, which corresponds to the green bars on the chart.",2.47,1505,False,48,Bernie Sanders' gap is shown in green color on the chart.,https://chartfc.s3.amazonaws.com/Dem_gap.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,The chart displays the delegate gap between Bernie Sanders and Hillary Clinton during the 2016 Democratic primary; it contains no data regarding Republican vs. Democratic voter registration numbers.,3.55,1694,False,49,The chart shows that the number of registered Republican voters has been consistently higher than the number of registered Democratic voters in the United States over time.,https://chartfc.s3.amazonaws.com/Dem_gap.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The data shows that 'Color (red)' had the lowest number of votes (2), while the plurality of the community (7) felt that nothing was wrong with the logo.",4.1,1557,False,50,Majority of the community dislike the color of the Wikimedia logo.,https://chartfc.s3.amazonaws.com/WM_3.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The sum of people who dislike the color (2) and people who think it doesn't relate to Wikipedia (3) is 5, which is exactly equal to the number of people who don't understand the meaning (5).",1.79,1589,False,51,The amount of the people who don't like the color and doesn't relate to Wikimedia is equal to the people who don't understand the meaning.,https://chartfc.s3.amazonaws.com/WM_3.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,The chart explicitly displays two bar blocks labeled with the numerical value 5000: 'Land Area sq. ft (LE)' and 'Land FPA+1250 upto 50% of FPA can be added'.,3.29,1644,False,52,There are two equivalent blocks on the chart with value 5000.,https://chartfc.s3.amazonaws.com/FR_Land.JPG,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Value (Sq. ft) |\n| :--- | :--- |\n| Land Area sq. ft (LE) | 50",1.88,1653,True,53,The excess as for the land area (sq. ft.) is as equal as the land FPA with 50% added.,https://chartfc.s3.amazonaws.com/FR_Land.JPG,True
google/gemini-3-flash-preview,agent3,supported,1.0,The highest value in the chart is 5000 and the lowest value is 1250; the difference is 5000 - 1250 = 3750.,1.95,1642,False,54,The difference value between highest and lowest bloks is 3750.,https://chartfc.s3.amazonaws.com/FR_Land.JPG,True
