pptx_file,slide_num,img_path,img_type,explanation
Project Assignment.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide022_img03.png,chart,Insight 2: Mean score by genre from 2004-2014 to 2015-2025
Project Assignment.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide022_img04.png,chart,Insight 2: Mean score by genre from 2004-2014 to 2015-2025
Project Assignment.pptx,27,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Assignment/slide027_img00.png,chart,Cast Studio Storyboard Screenshot
Project Mini Updates.pptx,5,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Mini_Updates/slide005_img01.png,chart,"Insight 1: Who Were the Top Scorers? (Maanas) | ● Nikola Jokic led the 2022-2023 playoffs with 600 total points, closely followed by Jimmy Butler (592). ● A small group of elite players dominates the top 4 all scored 500+ while #10 Anthony Davis had 361. ● Guards and forwards appear most often, reflecting their higher usage scoring roles. ● This supports the idea of star concentration,a few players carry most of their team's offensive load deep in the playoffs."
Project Mini Updates.pptx,6,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Mini_Updates/slide006_img01.png,chart,"Insight 2: Does More Playing Time Mean More Points? (Maanas) | ● There is a clear positive relationship between minutes played and total points scored (slope is around 0.5 PTS per MP). ● Stars like Curry and Booker sit well above the trend they played fewer games but scored very efficiently. ● Some high MP players fall below the line (for example, Adebayo), suggesting role differences like defense and playmaking. ● Minutes alone don't explain scoring usage rate and role also matter."
Project Mini Updates.pptx,7,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Mini_Updates/slide007_img03.png,chart,"Insight 4: Which Position Scores and Contributes Most? (Yonathan) | Guards (PG, SG) lead in scoring and assists on average, consistent with their ball-handling roles Centers (C) dominate in rebounds, reflecting their positioning near the basket No single position dominates all three stats and each position has a distinct contribution profile"
Project Mini Updates.pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Mini_Updates/slide008_img02.png,chart,"Insight 5: Does Shooting Efficiency Drive Scoring? (Yonathan) | Higher FG% does not always mean more points, sometimes high volume shooters can outscore efficient low volume ones Top scorers tend to combine high FGA with above average FG%, showing true elite two-way ability Shot volume (FGA) is a stronger predictor of total points than shooting efficiency alone"
Project Mini Updates.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Mini_Updates/slide014_img01.png,chart,"Insight 3: Do Top Scorers Also Lead in Assists? (Maanas) | ● Jokic combines elite scoring (600 PTS) with elite playmaking (190 AST) a true all around MVP. ● Jamal Murray and LeBron also pair high scoring with high assists, showing well rounded production. ● Pure scorers like J. Brown, Booker, and Davis show a big PTS and AST gap they create points but don't create for others as much. ● This answers our Mini Update #1 curious question: top scoring DOES often come with high assists, but not always it depends on the player's role."
Project Mini Updates.pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_Mini_Updates/slide017_img00.png,chart,"How strong is the FG% to Scoring Relationship (YONATHAN) | There is a clear positive relationship between FG% and points scored, meaning more efficient players tend to score more. However, the relationship is not perfectly linear, as players with similar FG% can have different scoring outputs. This suggests that shot volume and player role play a major role alongside efficiency. Some high-scoring players combine both high FG% and high shot attempts, making them the most impactful offensively. Overall, FG% contributes to scoring, but it is not the only driver — volume and usage must also be considered."
Project weekly deliverable.pptx,11,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_weekly_deliverable/slide011_img02.png,chart,"This chart shows th total amount of pokemon per type, including primary types and secondary types (if applicable) Top 3 most common types are water (suprising!), flying, and normal types Top 3 least common are ice, ghost, and fairy Fairy has only been in 2 generations and yet has more than ice and ghost"
Project weekly deliverable.pptx,12,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_weekly_deliverable/slide012_img02.png,chart,"This Table takes the average total base stats of each pokemon’s primary type and lists them from highest to lowest. Dragon types have the highest base stats Bug types have the lowest Of the “core 3 types” (fire, water, grass) Fire has the most base stat average and grass has the least"
Project weekly deliverable.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_weekly_deliverable/slide013_img02.png,chart,"Table on the left is most pokemon introduced per type Most are generation 5, which introduced the most pokemon Graph on the right is the top most frqunt type combinations Most frequent type combo by a long shot is normal flying"
Project weekly deliverable.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/Project_weekly_deliverable/slide013_img03.png,chart,"Table on the left is most pokemon introduced per type Most are generation 5, which introduced the most pokemon Graph on the right is the top most frqunt type combinations Most frequent type combo by a long shot is normal flying"
"Q.ASleep, Lifestyle, and Health Analysis.pptx",5,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide005_img03.png,chart,"Sleep Duration Decreases as Stress Increases | This graph shows the average sleep duration for each stress level. | As stress levels increase, the average sleep duration generally decreases. People with higher stress tend to get less sleep."
"Q.ASleep, Lifestyle, and Health Analysis.pptx",6,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide006_img03.png,chart,"Higher Physical Activity is Linked to Better Sleep Quality | This graph shows the relationship between physical activity level and sleep quality. | As physical activity increases, sleep quality generally appears to improve. People who are more active tend to have better sleep."
"Q.ASleep, Lifestyle, and Health Analysis.pptx",7,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide007_img03.png,chart,"Sleep Quality Varies by BMI Category | This graph shows the average sleep quality for each BMI category. | People with normal BMI tend to have higher sleep quality, while those in the obese category have lower sleep quality. This suggests that BMI may be related to sleep health."
"Q.ASleep, Lifestyle, and Health Analysis.pptx",9,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide009_img03.png,chart,"Sleep Duration Varies Across Age Groups | This graph shows the relationship between age and sleep duration. | Sleep duration does not follow a clear trend with age, but it varies across different age groups. Some younger individuals appear to get less sleep, while certain older groups tend to get slightly more."
"Q.ASleep, Lifestyle, and Health Analysis.pptx",10,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide010_img03.png,chart,"Daily Steps May Be Linked to Better Sleep Quality | This graph shows the relationship between daily steps and sleep quality. | There is no perfectly clear trend, but people with higher daily steps often appear to have better sleep quality. This suggests that being more active may be linked to better sleep."
"Q.ASleep, Lifestyle, and Health Analysis.pptx",12,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide012_img03.png,chart,"Higher Heart Rate May Be Linked to Lower Sleep Duration | This graph shows the relationship between heart rate and sleep duration. | There is no perfectly clear trend, but individuals with higher heart rates often appear to get slightly less sleep. This may suggest that higher heart rate, which can be linked to stress or health factors, could negatively impact sleep duration."
"Q.ASleep, Lifestyle, and Health Analysis.pptx",13,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide013_img03.png,chart,"Sleep Disorders Are Associated with Lower Sleep Duration | This graph shows the average sleep duration for each sleep disorder category. | Individuals with sleep disorders tend to have lower sleep duration. For example, those with insomnia appear to get less sleep than those with sleep apnea, suggesting that different disorders may impact sleep differently."
"Q.ASleep, Lifestyle, and Health Analysis.pptx",15,Github/Fact-Check-AI-Agent/data/student slide/extracted/Q_ASleep__Lifestyle__and_Health_Analysis/slide015_img03.png,chart,"Key Findings Grouped: Stress → lower sleep duration Physical activity → better sleep quality Sleep disorders → affect sleep Heart rate → may relate to sleep | Story Order: Stress and sleep Activity and sleep quality Health conditions and sleep Overall impact of lifestyle on sleep | Main Story: Lifestyle and health factors such as stress, activity level, and health conditions impact sleep duration and quality."
S5 Weekly Deliverables.pptx,10,Github/Fact-Check-AI-Agent/data/student slide/extracted/S5_Weekly_Deliverables/slide010_img01.png,chart,"Top Anime Genres by Average Rating | The graph below illustrates the 10 most popular anime genres according to average rating scores. Every bar corresponds to a particular genre while its height is determined by the corresponding rating score. The graph shows that award-winning anime, suspense, and mystery are usually highly appreciated and scored higher than other anime. Consequently, one may conclude that audiences prefer more sophisticated anime with a compelling story line. Overall, the use of a graph helps me to analyze the performance of anime genres in terms of their rating scores."
S5 Weekly Deliverables.pptx,14,Github/Fact-Check-AI-Agent/data/student slide/extracted/S5_Weekly_Deliverables/slide014_img02.png,chart,Genre Size vs Average Anime Rating | Each point represents a genre X-axis shows number of anime in each genre Y-axis shows average rating for that genre Helps analyze relationship between popularity and quality | This scatter plot demonstrates the relationship between the number of anime per genre and their ratings. This will help me establish whether popular genres have better ratings. The scatter plot will also help in identifying whether popularity affects the quality of anime or whether smaller genres do better.
S5 Weekly Deliverables.pptx,15,Github/Fact-Check-AI-Agent/data/student slide/extracted/S5_Weekly_Deliverables/slide015_img02.png,chart,"Compares ratings across anime formats Includes types like TV, Movie, OVA, and Special Shows how format may impact ratings Adds another factor beyond genre | The bar graph below shows the comparison between the average ratings of various anime categories such as TV series, movies, and OVAs. This will assist in determining whether particular anime categories are more likely to be rated highly compared to other anime categories."
S5 Weekly Deliverables.pptx,19,Github/Fact-Check-AI-Agent/data/student slide/extracted/S5_Weekly_Deliverables/slide019_img02.png,chart,"This scatter plot provides insights on whether the genre of an anime affects its popularity based on the ratio of the size of the genre against the mean score. Every point on the scatter plot corresponds to a specific genre where the number of anime entries within a genre is plotted along the x-axis and the mean score along the y-axis. Through the analysis of the positioning of the points on the graph, one can determine whether genres containing larger numbers of anime entries perform better or vice versa."
S5 Weekly Deliverables.pptx,20,Github/Fact-Check-AI-Agent/data/student slide/extracted/S5_Weekly_Deliverables/slide020_img02.png,chart,"Top 10 Most Common Anime Genres | The bar graph llustrates the 10 best-selling genres that have the largest number of anime series in the data set. Every bar is a representation of a certain genre, whereas the height of each bar illustrates the total number of anime in that specific genre. With the help of this visual representation, one can easily determine the most popular genres in the anime industry and the number of anime produced for them."
S5 Weekly Deliverables.pptx,24,Github/Fact-Check-AI-Agent/data/student slide/extracted/S5_Weekly_Deliverables/slide024_img02.png,chart,
S7_Weekly_Deliverables.pptx,12,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide012_img02.png,chart,"Score in relation to popularity | My first choice of action was to determine wether I would be using score or popularity to determine how the anime would be ranked by a period of time. The following is a scatter plot comparing the popularity of the anime in the database to their overall score. The x-axis represents popularity, with lower numbers representing a higher popularity rating, and the y-axis representing the score. Observing the plot and graph, there is noticeable variation in the popularity in relation to score. The Anime ranked 5th highest in popularity is ranked 174th in score. Knowing that, I made the conclusion that popularity and score do not have as much correlation as I assumed they would. Because of this, I will have to designate rankings based on both popularity and ratings as separate categories going forwards."
S7_Weekly_Deliverables.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide016_img02.png,chart,I decided to focus on the following genres for my project Drama Adventure Sports Slice of Life Avant Garde I chose to do the averages for both ratings and popularity. The difference between the ratings and popularity graph helped verify my belief from week 2 that ratings and popularity are measured differently.
S7_Weekly_Deliverables.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide016_img03.png,chart,I decided to focus on the following genres for my project Drama Adventure Sports Slice of Life Avant Garde I chose to do the averages for both ratings and popularity. The difference between the ratings and popularity graph helped verify my belief from week 2 that ratings and popularity are measured differently.
S7_Weekly_Deliverables.pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide017_img02.png,chart,"Most common premiere dates among the top ranks | I grabbed the premiere periods for both the top 50 most popular and highest ranked animes from the database. I received differing results from both of the tables. The highest scoring anime seem to come recently in the past few years, while the most popular are from the mid to late 2010s. This gives me an idea of where to look for the respective variables."
S7_Weekly_Deliverables.pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide017_img03.png,chart,"Most common premiere dates among the top ranks | I grabbed the premiere periods for both the top 50 most popular and highest ranked animes from the database. I received differing results from both of the tables. The highest scoring anime seem to come recently in the past few years, while the most popular are from the mid to late 2010s. This gives me an idea of where to look for the respective variables."
S7_Weekly_Deliverables.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide021_img02.png,chart,"Genres average score by decade | The three images on the left represent the average score per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average score from the 2010s on top and the 2020 on the bottom. I found the following things: The average score for many genres was around 7 across all decades. I would need to get more specific with the data if I wanted to find anything else worth noting."
S7_Weekly_Deliverables.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide021_img03.png,chart,"Genres average score by decade | The three images on the left represent the average score per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average score from the 2010s on top and the 2020 on the bottom. I found the following things: The average score for many genres was around 7 across all decades. I would need to get more specific with the data if I wanted to find anything else worth noting."
S7_Weekly_Deliverables.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide021_img04.png,chart,"Genres average score by decade | The three images on the left represent the average score per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average score from the 2010s on top and the 2020 on the bottom. I found the following things: The average score for many genres was around 7 across all decades. I would need to get more specific with the data if I wanted to find anything else worth noting."
S7_Weekly_Deliverables.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide021_img05.png,chart,"Genres average score by decade | The three images on the left represent the average score per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average score from the 2010s on top and the 2020 on the bottom. I found the following things: The average score for many genres was around 7 across all decades. I would need to get more specific with the data if I wanted to find anything else worth noting."
S7_Weekly_Deliverables.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide021_img06.png,chart,"Genres average score by decade | The three images on the left represent the average score per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average score from the 2010s on top and the 2020 on the bottom. I found the following things: The average score for many genres was around 7 across all decades. I would need to get more specific with the data if I wanted to find anything else worth noting."
S7_Weekly_Deliverables.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide022_img02.png,chart,"Genres popularity score by decade | The three images on the left represent the average popularity ranking per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average popularity ranking from the 2010s on top and the 2020 on the bottom. I found the following things: Avant Garde’s average seemed to be the unusually popular during the 90s This can be attributed to a show with high popularity being in a genre that does not have many shows. Adventure and Drama seemed to gain noticeable popularity during the 2010s and 2020s Slice of Life started to become popular starting in the 2000s"
S7_Weekly_Deliverables.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide022_img03.png,chart,"Genres popularity score by decade | The three images on the left represent the average popularity ranking per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average popularity ranking from the 2010s on top and the 2020 on the bottom. I found the following things: Avant Garde’s average seemed to be the unusually popular during the 90s This can be attributed to a show with high popularity being in a genre that does not have many shows. Adventure and Drama seemed to gain noticeable popularity during the 2010s and 2020s Slice of Life started to become popular starting in the 2000s"
S7_Weekly_Deliverables.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide022_img04.png,chart,"Genres popularity score by decade | The three images on the left represent the average popularity ranking per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average popularity ranking from the 2010s on top and the 2020 on the bottom. I found the following things: Avant Garde’s average seemed to be the unusually popular during the 90s This can be attributed to a show with high popularity being in a genre that does not have many shows. Adventure and Drama seemed to gain noticeable popularity during the 2010s and 2020s Slice of Life started to become popular starting in the 2000s"
S7_Weekly_Deliverables.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide022_img05.png,chart,"Genres popularity score by decade | The three images on the left represent the average popularity ranking per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average popularity ranking from the 2010s on top and the 2020 on the bottom. I found the following things: Avant Garde’s average seemed to be the unusually popular during the 90s This can be attributed to a show with high popularity being in a genre that does not have many shows. Adventure and Drama seemed to gain noticeable popularity during the 2010s and 2020s Slice of Life started to become popular starting in the 2000s"
S7_Weekly_Deliverables.pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide022_img06.png,chart,"Genres popularity score by decade | The three images on the left represent the average popularity ranking per genre from the 1980s, 1990s, and 2000s from top to bottom. The two images on the right represent the average popularity ranking from the 2010s on top and the 2020 on the bottom. I found the following things: Avant Garde’s average seemed to be the unusually popular during the 90s This can be attributed to a show with high popularity being in a genre that does not have many shows. Adventure and Drama seemed to gain noticeable popularity during the 2010s and 2020s Slice of Life started to become popular starting in the 2000s"
S7_Weekly_Deliverables.pptx,23,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide023_img02.png,chart,"Frequency of top 500 ranking by decades | Using the same image structure as the last two slides, the following is a number of how many anime are ranked in the top 500 by decade. I found the following things: Avant Garde is an uncommon genre This can explain the inconsistencies between the popularity and score for the genre displayed on the previous slides Many of the top 500 shows seemed to be produced from the 2000s onward. This gives me a possible lead by telling me that the 2000s would be worth looking into for more answers on ranking by score."
S7_Weekly_Deliverables.pptx,23,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide023_img03.png,chart,"Frequency of top 500 ranking by decades | Using the same image structure as the last two slides, the following is a number of how many anime are ranked in the top 500 by decade. I found the following things: Avant Garde is an uncommon genre This can explain the inconsistencies between the popularity and score for the genre displayed on the previous slides Many of the top 500 shows seemed to be produced from the 2000s onward. This gives me a possible lead by telling me that the 2000s would be worth looking into for more answers on ranking by score."
S7_Weekly_Deliverables.pptx,23,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide023_img04.png,chart,"Frequency of top 500 ranking by decades | Using the same image structure as the last two slides, the following is a number of how many anime are ranked in the top 500 by decade. I found the following things: Avant Garde is an uncommon genre This can explain the inconsistencies between the popularity and score for the genre displayed on the previous slides Many of the top 500 shows seemed to be produced from the 2000s onward. This gives me a possible lead by telling me that the 2000s would be worth looking into for more answers on ranking by score."
S7_Weekly_Deliverables.pptx,23,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide023_img05.png,chart,"Frequency of top 500 ranking by decades | Using the same image structure as the last two slides, the following is a number of how many anime are ranked in the top 500 by decade. I found the following things: Avant Garde is an uncommon genre This can explain the inconsistencies between the popularity and score for the genre displayed on the previous slides Many of the top 500 shows seemed to be produced from the 2000s onward. This gives me a possible lead by telling me that the 2000s would be worth looking into for more answers on ranking by score."
S7_Weekly_Deliverables.pptx,23,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide023_img06.png,chart,"Frequency of top 500 ranking by decades | Using the same image structure as the last two slides, the following is a number of how many anime are ranked in the top 500 by decade. I found the following things: Avant Garde is an uncommon genre This can explain the inconsistencies between the popularity and score for the genre displayed on the previous slides Many of the top 500 shows seemed to be produced from the 2000s onward. This gives me a possible lead by telling me that the 2000s would be worth looking into for more answers on ranking by score."
S7_Weekly_Deliverables.pptx,27,Github/Fact-Check-AI-Agent/data/student slide/extracted/S7_Weekly_Deliverables/slide027_img02.png,chart,"The storyboard I created provides the previously shown ratings, popularity, and ranking by decades. Being able to view the data in this format has made me realize a few things. I found that: Average popularity gave more insight into what makes frequently high ranked shows compared to the average ratings. 2000s, 2010s, and 2020s show a possible correlation between a high popularity rating leading to a higher number of highly ranked shows. Popularity could possibly be a more important than variable to measure than ratings. Popularity has been rapidly increasing in almost all genres measured. Sports and Adventure have been consistently growing in popularity, while Slice of Life and Drama have seen similar results with the exception of one decade. Despite the varying popularity and rankings, ratings did not show much variation. Many hovered around an average of 7. Deeper cleaning of the data might be required in order to get any value from the average rating."
Sharon's Mini updates.pptx,4,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide004_img02.png,chart,"Do people with different disorders show different patterns in steps or heart rate? | Sleep Disorders and Daily Steps People with sleep apnea walked more on average (about 7,619 steps) compared to those with insomnia (about 5,901 steps). The difference shows that not all sleep disorders affect activity the same way. CONTRIBUTOR: SHARON AROWOLO"
Sharon's Mini updates.pptx,4,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide004_img03.png,chart,"Do people with different disorders show different patterns in steps or heart rate? | Sleep Disorders and Daily Steps People with sleep apnea walked more on average (about 7,619 steps) compared to those with insomnia (about 5,901 steps). The difference shows that not all sleep disorders affect activity the same way. CONTRIBUTOR: SHARON AROWOLO"
Sharon's Mini updates.pptx,5,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide005_img03.png,chart,Do people with different disorders show different patterns in steps or heart rate? (Contd) | Sleep Disorders and Heart Rate Average heart rate was slightly higher for sleep apnea (around 73 bpm) than insomnia (around 70 bpm). This suggests sleep apnea may put a bit more strain on the body. CONTRIBUTOR:SHARON AROWOLO
Sharon's Mini updates.pptx,6,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide006_img03.png,chart,"Are certain occupations linked to worse sleep or higher stress? | Occupation, Sleep, and Stress Different jobs show different sleep and stress patterns. Sales Representatives stand out with the lowest sleep quality (4.0) and the highest stress level (8.0), while Engineers have the best sleep quality (8.41) and one of the lowest stress levels (3.89). This makes it clear that some occupations deal with more pressure than others, and it shows up in their sleep. CONTRIBUTOR: SHARON AROWOLO"
Sharon's Mini updates.pptx,7,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide007_img03.png,chart,"Are certain occupations linked to worse sleep or higher stress?(Contd) | Stress Levels Across Occupations Stress levels vary a lot by job. Sales Representatives have the highest stress level at 8, while Engineers and Teachers are on the lower end around 4. This shows that some jobs carry way more pressure than others. Some jobs are clearly more stressful, and it shows in the numbers CONTRIBUTOR: SHARON AROWOLO"
Sharon's Mini updates.pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide008_img03.png,chart,"How do stress levels relate to sleep duration or sleep quality? | Stress Level & Sleep Duration Higher stress levels show a slight trend toward shorter sleep duration. It’s not a perfect pattern, but overall, people with more stress tend to sleep a little less. CONTRIBUTOR: SHARON AROWOLO"
Sharon's Mini updates.pptx,9,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide009_img03.png,chart,"How do stress levels relate to sleep duration or sleep quality?(Contd) | Stress Level & Sleep Quality Sleep quality drops as stress levels go up. The points aren’t perfectly lined up, but the overall pattern shows that higher stress usually means lower sleep quality. CONTRIBUTOR: SHARON AROWOLO"
Sharon's Mini updates.pptx,12,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide012_img03.png,chart,"Does sleeping longer actually lead to better sleep quality? | People who sleep longer tend to report slightly better sleep quality on average, although the relationship is not very strong as there might be other factors also plating into their sleep quality."
Sharon's Mini updates.pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide013_img03.png,chart,"Do people with higher stress levels tend to have higher heart rates? | Higher stress levels are associated with slightly higher average heart rates, according to the data, the higher the stress level, the higher the heart rate. Suggesting that stress may have a measurable effect on the body."
Sharon's Mini updates.pptx,16,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide016_img02.png,chart,"Do people with higher physical activity levels take more daily steps? | The chart shows a clear upward trend: people with higher physical activity levels take more daily steps on average. The bars increase steadily as activity level rises, which highlights a strong relationship between movement and overall activity intensity. This pattern suggests that individuals who are more active throughout the day naturally accumulate more steps."
Sharon's Mini updates.pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide017_img03.png,chart,"Does age group affect stress levels? | The chart shows that younger adults tend to have higher average stress levels than older adults. The 20–29 age group has the highest stress, while stress gradually decreases across the older age groups. This pattern suggests that stress may be more common or more intense in early adulthood compared to later stages of life."
Sharon's Mini updates.pptx,20,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide020_img01.png,chart,
Sharon's Mini updates.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide021_img02.png,chart,
Sharon's Mini updates.pptx,21,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sharon_s_Mini_updates/slide021_img03.png,chart,
Sleep and Daily Habits .pptx,3,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide003_img03.png,chart,Dataset: Sleep Health and Lifestyle Rows: 374 individuals Columns: 13 variables
Sleep and Daily Habits .pptx,6,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide006_img06.png,chart,"The scatterplot shows a clear negative relationship between stress level and sleep quality. As stress increases, the quality of sleep tends to decrease. Although the individual days change, the overall pattern show that higher stress is linked to poorer sleep, indicating that stress may play an important role in how well someone sleeps."
Sleep and Daily Habits .pptx,7,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide007_img07.png,chart,"Physical Activity vs Sleep Duration | The graph suggests that sleep duration does not change drastically across activity levels. People with low, medium, and high physical activity all tend to sleep roughly the same amount, with only small differences between groups."
Sleep and Daily Habits .pptx,8,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide008_img07.png,chart,"The bar chart shows the average sleep duration for three age groups: Young Adults (27–35), Middle Adults (36–45), and Older Adults (46+). Older Adults have the highest average sleep duration, followed closely by Middle Adults. Young Adults sleep slightly less on average. Overall, sleep duration increases slightly with age in this dataset."
Sleep and Daily Habits .pptx,12,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide012_img02.png,chart,"How does sleep duration vary across occupations | This graph shows how average sleep duration differs across occupations, revealing which jobs tend to get significantly more or less sleep. The most amount of sleep on the graph being Engineers with 8 hours and the least amount of Sleep being Sales Representatives."
Sleep and Daily Habits .pptx,13,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide013_img03.png,chart,Is BMI connected to sleep issues? | This graph shows that the normal BMI gets on average 7 hours of sleep per night vs BMI that is considered overweight is less with under 7 hours of sleep per night. Highlighting how BMI can have an impact on your sleep.
Sleep and Daily Habits .pptx,17,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide017_img07.png,chart,"How does stress level vary across by Occupation? | This graph illustrates how average stress levels vary by occupation, showing which jobs experience consistently higher stress. As seen on this graph the stress levels are in a range from 1 being the lowest and 10 being the highest stress level. Sales Representatives are at the highest in the group of 8. The lowest of Engineers below a 4 in stress."
Sleep and Daily Habits .pptx,18,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide018_img09.png,chart,"Does heart rate relate to sleep duration? | The scatter plot reveals a downward trend, where individuals with longer sleep durations generally show lower heart rates, indicating that increased sleep may support healthier recovery and reduced strain. The lowest being near 8.5 hours of sleep with a 65 average Heart Rate, supporting that idea."
Sleep and Daily Habits .pptx,22,Github/Fact-Check-AI-Agent/data/student slide/extracted/Sleep_and_Daily_Habits_/slide022_img02.png,chart,"This data story is organized into three themes to show how different factors influence sleep. The first section focuses on work and occupation, showing how job type affects sleep duration. The second section highlights lifestyle habits, including physical activity and heart rate, and how they relate to sleep. The final section examines demographic and health factors, such as age and BMI, to show how personal characteristics shape sleep patterns. Together, these insights show that sleep is influenced by a combination of work demands, daily habits, and individual health factors."
